loss,val_loss
0.20666168630123138,0.07073642313480377
0.08389279246330261,0.06583371758460999
0.07296203821897507,0.05083644390106201
0.06632037460803986,0.04529976844787598
0.05813988670706749,0.03977390006184578
0.04988240450620651,0.03277355059981346
0.03723984956741333,0.015270575881004333
0.022444434463977814,0.007135867141187191
0.01266513206064701,0.004958797711879015
0.011056463234126568,0.008238866925239563
0.009833993390202522,0.002926782937720418
0.009548347443342209,0.004108493681997061
0.009888728149235249,0.0029031820595264435
0.00877039972692728,0.0022030852269381285
0.008825235068798065,0.004609609954059124
0.0074392203241586685,0.0018286827253177762
0.00715534295886755,0.00217468966729939
0.006798100657761097,0.0016241238918155432
0.007193091791123152,0.0020407065749168396
0.00676383962854743,0.0016956281615421176
0.006803425960242748,0.0021242082584649324
0.006790135055780411,0.0033042554277926683
0.006902995519340038,0.001598252565599978
0.007387731224298477,0.002678951248526573
0.006419902667403221,0.0014575555687770247
0.005357034970074892,0.0012498454889282584
0.0058452058583498,0.0012455980759114027
0.00549564091488719,0.0013422246556729078
0.005051470827311277,0.0013559606159105897
0.0055054365657269955,0.0014602148439735174
0.0043134186416864395,0.0014925816794857383
0.004899931140244007,0.0011202233145013452
0.004941878374665976,0.0016415695426985621
0.005136873107403517,0.001140510430559516
0.005094962660223246,0.0012712187599390745
0.00491863489151001,0.0012579617323353887
0.004822858609259129,0.0014902523253113031
0.0048525528982281685,0.0014064715942367911
0.006351019721478224,0.004105765838176012
0.00528804212808609,0.0010194331407546997
0.004384301602840424,0.002319510793313384
0.0053548323921859264,0.001243486301973462
0.004304125439375639,0.0024945635814219713
0.005471035838127136,0.0011606948683038354
0.004571391735225916,0.0010880713816732168
0.004637367092072964,0.004298251122236252
0.00520525686442852,0.001758670317940414
0.005259213503450155,0.0009963123593479395
0.005188837647438049,0.0027241797652095556
0.005480153951793909,0.0016644535353407264
